shop,menu,format,base,milk,liquid,flavor,toppings,tops
BIAO Sugar,Jasmine Tea w. Milk Foam,jasmine tea,tea,1,Jasmine Green Tea,milk,milk foam,milk foam
Debutea,YangZhiGanLu,juice,juice,0,"mango,orange",fruit,"mango,orange",other
Mi Tea,Mango Slush with Cheese Foam,slush,slush,0,mango,fruit,"mango,cheese foam",cheese
Xing Fu Tang,Damascus Rose Tea with Lime,tea,tea,0,rose,flower,lime,other
Truedan,Brown Sugar Winter Melon With Lemon,drink,drink,0,brown sugar,brown sugar,lemon,other
M Tea,Crystal Pearl Milk Tea,tea,tea,1,0,milk,"jelly,tapioca ball",jelly
ViVi Bubble Tea,Coffee Jelly Bubble Milk,tea,tea,1,coffee,coffee,"jelly,tapioca ball",jelly
M Tea,Crystal Pearl Milk Tea,tea,tea,1,0,milk,"jelly,tapioca ball",tapioca ball
ViVi Bubble Tea,Coffee Jelly Bubble Milk,tea,tea,1,coffee,coffee,"jelly,tapioca ball",tapioca ball
Tiger Sugar,Brown Sugar Coffee Latte with Tiger Jelly & Cream Mousse,latte,milk,1,brown sugar,brown sugar,"jelly,creame mousse",jelly
Tiger Sugar,Brown Sugar Milk with Tiger Jelly & Cream mousse,milk,milk,1,brown sugar,brown sugar,"jelly,cream mousse",jelly
Coco Fresh Tea & Juice,QQ Milk Tea,tea,tea,1,0,milk,jelly,jelly
ViVi Bubble Tea,Lychee Jelly Tea,tea,tea,0,Lychee,fruit,jelly,jelly
Mr. Wish,Wild Berries Fiber Jelly Tea,tea,tea,0,berry,fruit,jelly,jelly
ViVi Bubble Tea,Blueberry Jelly Tea,tea,tea,0,berry,fruit,jelly,jelly
Shiny Tea,Coconut Jelly Milk Tea,tea,tea,1,coconut,fruit,jelly,jelly
Xing Fu Tang,Curacao Soda with Giant Handmade Jellies,soda,other,0,curacao,undefined,jelly,jelly
Boba Fries,Grapefruit QQ Juice,juice,juice,0,grapefruit ,fruit,jelly,jelly
Mr. Wish,Orange and Grapefruit Fiber Jelly Tea,tea,tea,0,"grapefruit,orange",fruit,jelly,jelly
Machi Machi,Jasmine Green Tea with Plum Jelly,green tea,tea,0,plum,fruit,jelly,jelly
ViVi Bubble Tea,Kumquat Lemon Jelly Tea,tea,tea,0,"kumquat,lemon",fruit,jelly,jelly
Yi Fang Taiwan Fruit Tea,Cold Aiyu Jelly Lemon Green Tea,green tea,tea,0,lemon,fruit,jelly,jelly
Mr. Wish,Kumquat and Lemon Fiber Jelly Tea,tea,tea,0,"lemon,kumquat",fruit,jelly,jelly
Boba Fries,Mango QQ Juice,juice,juice,0,mango,fruit,jelly,jelly
Boba Fries,Passion Fruit QQ Juice,juice,juice,0,passion fruit,fruit,jelly,jelly
ViVi Bubble Tea,Passion Fruit QQ,tea,tea,0,passion fruit,fruit,jelly,jelly
Mr. Wish,Passion Fruit Fiber Jelly Tea,tea,tea,0,passion fruit,fruit,jelly,jelly
ViVi Bubble Tea,Strawberry Jelly Tea,tea,tea,0,strawberry,fruit,jelly,jelly
PaTea,Black Ice Cream Tea,black tea,tea,0,0,undefined,ice cream,other
Xing Fu Tang,Jasmine Green Tea with Honeycomb,green tea,tea,0,,undefined,honeycomb,other
Xing Fu Tang,Herbal Jelly Brown Sugar Boba Milk,milk,milk,1,brown sugar,brown sugar,"herbal jelly,tapioca ball",jelly
Gong Cha,"Earl Grey Milk Tea with Pearls,Pudding & Herbal Jelly",earl grey tea,tea,1,0,milk,"herb jelly,pudding,tapioca ball",jelly
BIAO Sugar,Herbal Jelly Milk Tea,tea,tea,1,0,milk,herb jelly,jelly
Bubbly Tea,Herb Jelly Milk Black Tea,black tea,tea,1,0,milk,herb jelly,jelly
Yi Fang Taiwan Fruit Tea,Cold Herbal Grass Tea,tea,tea,0,Herb,other,herb jelly,jelly
FIFTYLAN Washington Square Park,Hazelnut Milk Tea,tea,tea,1,0,milk,hazelnut,other
Truedan,Brown Sugar Milk with Grass Jelly,tea,tea,1,brown sugar,brown sugar,grass jelly,jelly
YanYan Tea,Sago & Grass Jelly Mango Smoothie,smoothie,smoothie,0,mango,fruit,grass jelly,jelly
Yi Fang Taiwan Fruit Tea,Hot Grass Jelly Tea Latte,undefined,milk,1,0,milk,grass jelly,jelly
Yi Fang Taiwan Fruit Tea,Hot Grass Jelly Tea,tea,tea,0,Herb,other,grass jelly,jelly
Shiny Tea,Grass Jelly Milk Tea,tea,tea,1,0,milk,grass jelly,jelly
Yi Fang Taiwan Fruit Tea,Cold Grass Jelly Tea Latte,undefined,milk,1,0,milk,grass jelly,jelly
Machi Machi,Jasmine Green Tea with Fresh Fruits,green tea,tea,0,,other,fruit,other
Song Tea,Wow! Crème Brulee Da Hong Paul Milk Tea Wow!,tea,tea,1,0,milk,crème brulee,other
Machi Machi,Black Milk Tea with Crème Brulee,black tea,tea,1,0,milk,crème brulee,other
The Alley,Brown Sugar Deerioca Crème Brulee Milk,milk,milk,1,brown sugar,brown sugar,crème brulee,other
M Tea,Brulee Matcha Tea,tea,tea,0,matcha,matcha,crème brulee,other
Moge Tee,Crème Brulee Uji Matcha,matcha,other,0,0,undefined,crème brulee,other
Moge Tee,Crème Brulee Milk Tea,tea,tea,1,0,milk,crème brulee,other
M Tea,Brulee Milk Tea,tea,tea,1,0,milk,crème brulee,other
Song Tea,Brulee Milk Tea,tea,tea,1,0,milk,crème brulee,other
Bubbly Tea,Creamy Foam Oreo Milk Tea,tea,tea,1,oreo,undefined,"cream,oreo",cream
Tiger Sugar,Brown Sugar Chocalate Malt with Pearl & Cream Mousse,undefined,milk,1,brown sugar,brown sugar,"cream mousse,tapioca ball",cream
Tiger Sugar,Brown Sugar Milk & Cream mousse(No Toppings,milk,milk,1,brown sugar,brown sugar,cream mousse,cream
Tiger Sugar,Brown Sugar Black Tea Latte with Cream Mousse,black tea,milk,1,brown sugar,brown sugar,cream mousse,cream
Tiger Sugar,Brown Sugar Chocalate Malt with Tiger Jelly & Cream Mousse,undefined,milk,1,brown sugar,brown sugar,cream mousse,cream
Tiger Sugar,Brown Sugar Chocalate Malt & Cream Mousse (No Toppings),undefined,milk,1,brown sugar,brown sugar,cream mousse,cream
Bubbly Tea,Creamy Foam Red Or Green Bean,drink,drink,0,red bean,undefined,"cream foam,red bean,green bean",cream
Bubbly Tea,Creamy Foam Japanese Matcha,drink,drink,0,matcha,matcha,cream foam,cream
Machi Machi,Cream Cheese Foam Black Tea,black tea,tea,0,0,undefined,cream cheese,cream
Machi Machi,Cream Cheese Foam Black Milk Tea,black tea,tea,1,0,milk,cream cheese,cream
Yi Fang Taiwan Fruit Tea,Green Tea Salty Cream,green tea,tea,0,0,undefined,cream,cream
Bubbly Tea,Creamy Foam Black or Green Tea,"black tea,green tea",tea,0,0,undefined,cream,cream
Machi Machi,Mixed Berry Smoothie with Cream Cheese Foam,smoothie,smoothie,0,berry,fruit,cream,cream
Machi Machi,Cream Cheese Foam Jasmine Green Tea,green tea,tea,0,jasmine,undefined,cream,cream
Tea and Milk,Lavender Black Tea with Signature Cream,black tea,tea,0,lavendar,undefined,cream,cream
PaTea,Mango Ice Cream Swirl,ice cream,other,0,mango,fruit,cream,cream
Kung Fu Tea,Mango Cream,drink,drink,0,mango,fruit,cream,cream
Bubbly Tea,Creamy Foam Mango,drink,drink,0,mango,fruit,cream,cream
Machi Machi,Strawberry Smoothie with Cream Cheese Foam,smoothie,smoothie,0,strawberry,fruit,cream,cream
Kung Fu Tea,Strawberry Cream,drink,drink,0,strawberry,fruit,cream,cream
Song Tea,Dream Creamy Strawberry Dirty,drink,drink,0,strawberry,fruit,cream,cream
Bubbly Tea,Creamy Foam Strawberry,drink,drink,0,strawberry,fruit,cream,cream
Teazzi Tea Shop,Original Cream Foam,drink,drink,0,0,undefined,cream,cream
Yi Fang Taiwan Fruit Tea,Oolong Tea Salty Cream,Oolong tea,tea,0,0,undefined,cream,cream
Yi Fang Taiwan Fruit Tea,Mountain Tea Salty Cream,green tea,tea,0,0,undefined,cream,cream
Machi Machi,Hot Chocolate Latte with Cream Cheese Foam,latte,milk,1,chocolate,chocolate,cream,cream
Machi Machi,Cream Cheese Foam Oolong Tea,Oolong tea,tea,0,0,undefined,cream,cream
Yi Fang Taiwan Fruit Tea,Black Tea Salty Cream,black tea,tea,0,0,undefined,cream,cream
Truedan,Thai Tea with Condensed Milk,thai tea,tea,1,0,milk,condensed milk,other
Tea and Milk,Fuji Apple Chia Seeds Green Tea,green tea,tea,0,apple,fruit,chia seeds,other
Xing Fu Tang,Mango Cheesecake Milk,milk,milk,1,mango,fruit,cheesecake,cheese
Xing Fu Tang,Matcha Cheesecake Milk,milk,milk,1,matcha,matcha,cheesecake,cheese
Xing Fu Tang,Strawberry Cheesecake Milk,milk,milk,1,strawberry,fruit,cheesecake,cheese
Mi Tea,Wuyu Black Tea with Cheese Foam,black tea,tea,0,0,undefined,cheese foam,cheese
Mi Tea,Oolong Tea with Cheese Foam,Oolong tea,tea,0,0,undefined,cheese foam,cheese
Mi Tea,Matcha with Cheese Foam,matcha,other,0,0,undefined,cheese foam,cheese
Mi Tea,Heavy Roasted Oolong Tea with Cheese Foam,Oolong tea,tea,0,0,undefined,cheese foam,cheese
Mi Tea,Gyokuro Tea with Cheese Foam,gyokuro tea,tea,0,0,undefined,cheese foam,cheese
Mi Tea,Formosa Black Tea with Cheese Foam,black tea,tea,0,0,undefined,cheese foam,cheese
Moge Tee,Cheese Foam Mountain Green Tea,green tea,tea,0,0,undefined,cheese foam,cheese
Moge Tee,Cheese Foam DaHongPao Tea,black tea,tea,0,0,undefined,cheese foam,cheese
Mi Tea,Ceylon Black Tea with Cheese Foam,black tea,tea,0,0,undefined,cheese foam,cheese
Moge Tee,Cheese Foam/Fresh Avocado Tea,tea,tea,0,avocado,fruit,cheese foam,cheese
Song Tea,Berrylicious Cheese Slush,slush,slush,0,berry,fruit,cheese foam,cheese
Mi Tea,Buckwheat Green Tea with Cheese Foam,green tea,tea,0,buckwheet,undefined,cheese foam,cheese
Moge Tee,Cheese Foam/Fresh Dragon Fruit Tea,tea,tea,0,dragon fruit,fruit,cheese foam,cheese
Moge Tee,Cheese Foam Honey Black Tea,black tea,tea,0,honey,honey,cheese foam,cheese
Mi Tea,Jasmine Green Tea with Cheese Foam,green tea,tea,0,jasmine ,undefined,cheese foam,cheese
Song Tea,Lychee Watermelon Cheese Slush,slush,slush,0,"lychee,watermelon",fruit,cheese foam,cheese
Song Tea,No Time for Annual Leave Mango Cheese Slush,slush,slush,0,mango,fruit,cheese foam,cheese
Moge Tee,Cheese Foam/Fresh Mango Tea,tea,tea,0,mango,fruit,cheese foam,cheese
Kung Fu Tea,Matcha Milk Cap,tea,tea,1,matcha,matcha,cheese foam,cheese
Debutea,Cheese Matcha Latte,matcha,milk,1,matcha,matcha,cheese foam,cheese
M Tea,Cheese Foam Matcha Tea,tea,tea,0,matcha,matcha,cheese foam,cheese
M Tea,Cheese Foam Ovaltine Frappucino,undefined,milk,0,ovaltine,other,cheese foam,cheese
Mi Tea,Peach Oolong Tea with Cheese Foam,Oolong tea,tea,0,peach,fruit,cheese foam,cheese
Moge Tee,Cheese Foam Peach Oolong Tea,Oolong tea,tea,0,peach,fruit,cheese foam,cheese
Mi Tea,Rose Oolong with Cheese Foam,Oolong tea,tea,0,rose,flower,cheese foam,cheese
Mi Tea,Sakura Oolong with Cheese Foam,Oolong tea,tea,0,sakura,flower,cheese foam,cheese
Mi Tea,Strawberry Slush with Cheese Foam,slush,slush,0,strawberry,fruit,cheese foam,cheese
Moge Tee,Cheese Foam/Fresh Strawberry Tea,tea,tea,0,strawberry,fruit,cheese foam,cheese
Kung Fu Tea,Winter Melon Tea Cap,tea,tea,0,winter mellon,fruit,cheese foam,cheese
Moge Tee,Cheese Foam Uji Matcha,matcha,other,0,0,other,cheese foam,cheese
Moge Tee,Cheese Foam Rose Oolong Tea,Oolong tea,tea,0,rose,flower,cheese foam,cheese
Moge Tee,Cheese Foam Hawaii Tea,tea,tea,0,0,undefined,cheese foam,cheese
Moge Tee,Cheese Milk Black Tea,black tea,tea,1,0,milk,cheese,cheese
Song Tea,Black Cheese Tea,black tea,tea,0,0,undefined,cheese,cheese
Song Tea,Jasmine Tieguanyin Cheese Tea,green tea,tea,0,jasmine,undefined,cheese,cheese
Song Tea,Jasmine Green Cheese Tea,green tea,tea,0,jasmine,undefined,cheese,cheese
Song Tea,Kiwi Cheese Slush,slush,slush,0,"kiwi fruit,cheese",fruit,cheese,cheese
Chun Yang Tea Chinatown,Cheese Macchiato Black Tea,black tea,tea,0,macchiato,coffee,cheese,cheese
Song Tea,Straight and Single Cheese Matcha Tea,tea,tea,0,matcha,matcha,cheese,cheese
Song Tea,Oolonng Cheese Tea,Oolong tea,tea,0,0,undefined,cheese,cheese
Truedan,Black Tea with Roasted Buckwheat,black tea,tea,0,0,undefined,buckwheat,other
Truedan,Brown Sugar Bubble with Milk&Cream,tea,tea,1,brown sugar,brown sugar,"brown sugar tapioca,cream",tapioca ball
Truedan,Brown Sugar Bubble with Milk,tea,tea,1,brown sugar,brown sugar,brown sugar tapioca,tapioca ball
Truedan,Brown Sugar Bubble Drink,drink,drink,0,brown sugar,brown sugar,brown sugar tapioca,tapioca ball
Coco Fresh Tea & Juice,Honey Aloe Vera,drink,drink,0,honey,honey,aloe,other
Teazzi Tea Shop,Honey Aloe Tea,tea,tea,0,honey,honey,aloe,other
Coco Fresh Tea & Juice,Lemon Aloe Very with Honey,drink,drink,0,"honey,lemon",honey,aloe,other
ViVi Bubble Tea,Peach Aloe Fruit Tea,tea,tea,0,peach,fruit,aloe,other
Chun Yang Tea Chinatown,Lemon Oolong Tea with Aiyu Jelly,Oolong tea,tea,0,lemon,fruit,aiyu jelly,jelly
Mi Tea,Grapefruit Breeze,juice,juice,0,grapefruit,fruit,0,unspecified
PaTea,Tie Guan Yin Latte,green tea,milk,1,green tea,undefined,0,unspecified
PaTea,Honeydew Green Milk Tea,green tea,tea,1,honey,honey,0,unspecified
PaTea,Mango Milk GreenTea,green tea,tea,1,mango,fruit,0,unspecified
Mi Tea,Orange Squash,squash,other,0,orange,fruit,0,unspecified
PaTea,Passion Fruit Black Tea,black tea,tea,0,pashion fruit,fruit,0,unspecified
PaTea,Rose Tea Latte,black tea,milk,1,rose,flower,0,unspecified
PaTea,Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
OJBK Tea Shop,Yogurt Green Tea,green tea,tea,0,0,undefined,0,unspecified
Teado Tea Shop,Wind's Special,drink,drink,0,0,undefined,0,unspecified
Teado Tea Shop,Wheat Germ Green Tea,green tea,tea,0,0,undefined,0,unspecified
ViVi Bubble Tea,Vivi Milk Tea (Black/Green),"black tea,green tea",tea,1,0,milk,0,unspecified
Alimama,Vietnamese Cold Brew,coffee,milk,0,0,undefined,0,unspecified
Debutea,Unique Chrysanthemum Tea,tea,tea,0,chrysanthemum,flower,0,unspecified
Ten Ren's Tea Time,Tung-Ting Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Ten Ren's Tea Time,Tung-Ting Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Alimama,Tumeric Spiced Chai,drink,drink,0,0,undefined,0,unspecified
Boba Fries,Tieguanyin Tea Latte,green tea,milk,1,0,milk,0,unspecified
Trutea,Tie Guan Yin Tea,green tea,tea,0,0,undefined,0,unspecified
Teado Tea Shop,Tie Guan Yin Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Mr. Buncha,Thai Tea Citrus,thai tea,tea,0,0,milk,0,unspecified
Truedan,Thai Style Milk Tea,tea,tea,1,0,milk,0,unspecified
Mr. Buncha,Thai Milk Tea,thai tea,tea,1,0,milk,0,unspecified
Coco Fresh Tea & Juice,Thai Milk Tea,tea,tea,1,0,milk,0,unspecified
Mr. Buncha,Thai Iced Coffee,coffee,coffee,0,0,milk,0,unspecified
Teado Tea Shop,Teado's Homemade Soda,soda,other,0,0,undefined,0,unspecified
Machi Machi,Sun Moon Lake Black Tea,black tea,tea,0,0,undefined,0,unspecified
Shiny Tea,Sri Lankan Black Tea,black tea,tea,0,0,undefined,0,unspecified
Kung Fu Tea,Signature Coffee,coffee,coffee,0,0,undefined,0,unspecified
Mr. Buncha,Roasted Oolong,Oolong tea,tea,0,0,undefined,0,unspecified
Chun Yang Tea Chinatown,Red Tea with Fresh Milk,tea,tea,1,0,milk,0,unspecified
Ten Ren's Tea Time,Pu Erh Tea,black tea,tea,0,0,undefined,0,unspecified
Shiny Tea,Premium Green Tea,green tea,tea,0,0,undefined,0,unspecified
Mr. Buncha,Pinksky,drink,drink,0,0,undefined,0,unspecified
M Tea,Osmanthus Green Tea,green tea,tea,0,0,undefined,0,unspecified
Truedan,Oriental Beauty Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Chun Yang Tea Chinatown,Oolong Tea with Fresh Milk,Oolong tea,tea,1,0,milk,0,unspecified
Mi Tea,Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Tea and Milk,Nilgiri Blue Mountain Black Tea,black tea,tea,0,0,undefined,0,unspecified
Trutea,Milk Green Tea,tea,tea,1,0,milk,0,unspecified
Gong Cha,Milk Coffee,coffee,coffee,1,0,milk,0,unspecified
PaTea,Milk Black Tea,black tea,tea,1,0,milk,0,unspecified
M Tea,Ma Long Black Tea,black tea,tea,0,0,undefined,0,unspecified
Kung Fu Tea,Kung Fu Milk/Milk Green Tea,green tea,tea,1,0,milk,0,unspecified
Xing Fu Tang,Kirin Roasted Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Teado Tea Shop,Japanese Premium Green Tea,green tea,tea,0,0,undefined,0,unspecified
Ten Ren's Tea Time,Japanese Green Tea,green tea,tea,0,0,undefined,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Pouching Green Tea,green tea,tea,0,0,undefined,0,unspecified
FIFTYLAN Washington Square Park,Hot Green Tea Latte,green tea,milk,1,0,milk,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Green Tea Latte,green tea,milk,1,0,milk,0,unspecified
FIFTYLAN Washington Square Park,Hot Assam Black Tea,black tea,tea,1,0,milk,0,unspecified
Truedan,High Mtn Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Gong Cha,Hibiscus Green Tea,green tea,tea,0,0,undefined,0,unspecified
Mi Tea,Heavy Roasted Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Mi Tea,Gyokuro Tea,tea,tea,0,0,undefined,0,unspecified
Ten Ren's Tea Time,Green Tea Shredded Ice,shredded ice,other,0,0,undefined,0,unspecified
PaTea,Green Tea Latte,green tea,milk,1,0,milk,0,unspecified
Shiny Tea,Green Tea Latte,green tea,milk,1,0,milk,0,unspecified
Tiger Sugar,Green Tea,green tea,tea,0,0,undefined,0,unspecified
Coco Fresh Tea & Juice,Green Tea,green tea,tea,0,0,undefined,0,unspecified
Shiny Tea,Fresh Jade Green Tea,green tea,tea,0,0,undefined,0,unspecified
Debutea,Fresh Green Tea Latte,green tea,milk,1,0,milk,0,unspecified
M Tea,Four Season Green Tea,green tea,tea,0,0,undefined,0,unspecified
Mi Tea,Formosa Black Tea,black tea,tea,0,0,undefined,0,unspecified
Mi Tea,Formosa Black Milk Tea,black tea,tea,1,0,milk,0,unspecified
Mr. Buncha,Earl Grey,earl grey tea,tea,0,0,undefined,0,unspecified
Teado Tea Shop,Dragon Well (Lung Ching) Green Tea,green tea,tea,0,0,undefined,0,unspecified
Teazzi Tea Shop,Dark Roast Black Tea,black tea,tea,0,0,undefined,0,unspecified
Song Tea,Da Hong Pao,black tea,tea,0,0,undefined,0,unspecified
Yi Fang Taiwan Fruit Tea,Cold Pouching Green Tea,green tea,tea,0,0,undefined,0,unspecified
Yi Fang Taiwan Fruit Tea,Cold Green Tea Latte,green tea,milk,1,0,milk,0,unspecified
Alimama,Cold Brew Coffee,coffee,coffee,0,0,undefined,0,unspecified
Alimama,Coffee,coffee,coffee,0,0,undefined,0,unspecified
Coco Fresh Tea & Juice,Cloud Green Tea,green tea,tea,0,0,undefined,0,unspecified
Coco Fresh Tea & Juice,Cloud Black Tea,black tea,tea,0,0,undefined,0,unspecified
Tea Magic,Classic Black Milk Tea,black tea,tea,1,0,milk,0,unspecified
Truedan,Chilai Oolong Tea,Oolong tea,tea,0,0,undefined,0,unspecified
Song Tea,Ceylon Black Tea,black tea,tea,0,0,undefined,0,unspecified
Mr. Buncha,Buncha Milky,tea,tea,1,0,milk,0,unspecified
Mr. Buncha,Buncha Milk Tea,tea,tea,1,0,milk,0,unspecified
Truedan,Bu Chi Chun Tea,green tea,tea,0,0,undefined,0,unspecified
Teado Tea Shop,Black Tea & Coffee,"black tea,coffee",tea,0,0,undefined,0,unspecified
Coco Fresh Tea & Juice,Black Tea,black tea,tea,0,0,undefined,0,unspecified
Teado Tea Shop,Black Tea,black tea,tea,0,0,undefined,0,unspecified
Mr. Buncha,Black Milk Tea,black tea,tea,1,0,milk,0,unspecified
Dragon Tea,Black Milk Tea,black tea,tea,1,0,milk,0,unspecified
Machi Machi,Black Milk Tea,black tea,tea,1,0,milk,0,unspecified
Ten Ren's Tea Time,Black Milk Tea,black tea,tea,1,0,milk,0,unspecified
Teado Tea Shop,Bi Luo Chun Green Tea,green tea,tea,0,0,undefined,0,unspecified
Dragon Tea,Assam Black Tea,black tea,tea,1,0,milk,0,unspecified
FIFTYLAN Washington Square Park,Assam Black Tea,black tea,tea,1,0,milk,0,unspecified
Ten Ren's Tea Time,Assam Black Tea,black tea,tea,1,0,milk,0,unspecified
Ten Ren's Tea Time,Assam Black,black tea,tea,0,0,milk,0,unspecified
Bubbly Tea,3 Kings Milk Black Tea,black tea,tea,1,0,milk,undefined toppings,unspecified
Teado Tea Shop,Almond Slush,slush,slush,0,almond,fruit,0,unspecified
Bubbly Tea,Almond Milk Black Tea,black tea,tea,1,almond,fruit,0,unspecified
Teado Tea Shop,Almond Black Tea,black tea,tea,0,almond,fruit,0,unspecified
Ten Ren's Tea Time,R/G Apple Shredded Ice,shredded ice,other,0,apple,fruit,0,unspecified
Bubbly Tea,Green Apple Slush,slush,slush,0,apple,fruit,0,unspecified
Teado Tea Shop,Green Apple Slush,slush,slush,0,apple,fruit,0,unspecified
Teado Tea Shop,"Green Apple Green Tea,Black Tea","green tea,black tea",tea,0,apple,fruit,0,unspecified
Tea Magic,Green Apple Green Tea,green tea,tea,0,apple,fruit,0,unspecified
Bubbly Tea,Green Apple Green Tea,green tea,tea,0,apple,fruit,0,unspecified
Tea Magic,Green Apple Fruit Slush,slush,slush,0,apple,fruit,0,unspecified
Shiny Tea,Apple Vinegar Oolong Tea,Oolong tea,tea,0,apple,fruit,0,unspecified
Shiny Tea,Apple Vinegar Juice,juice,juice,0,apple,fruit,0,unspecified
Mr. Wish,Apple Tea with Fresh Pulp,tea,tea,0,apple,fruit,0,unspecified
Teazzi Tea Shop,Apple Tea,tea,tea,0,apple,fruit,0,unspecified
The Alley,Apple of My Eye Slush (w. Crystal Deerioca),slush,slush,0,apple,fruit,0,unspecified
Mr. Wish,Apple Fruit Sorbet Smoothie,smoothie,smoothie,0,apple,fruit,0,unspecified
M Tea,Avocado Tea,tea,tea,0,avocado,fruit,0,unspecified
Mr. Wish,Avocado Smoothie,smoothie,smoothie,0,avocado,fruit,0,unspecified
Debutea,Avocado Crush,drink,drink,0,avocado,fruit,0,unspecified
Song Tea,Avocado and Banana Smoothie Slush,slush,slush,0,"avocado,banana",fruit,0,unspecified
Song Tea,Avocado and Banana Dirty,drink,drink,0,"avocado,banana",fruit,0,unspecified
Moge Tee,Yogurt Avocado Tea,tea,tea,0,"avocado,yogurt",fruit,0,unspecified
Tea Magic,Banana Smoothie,smoothie,smoothie,0,banana,fruit,0,unspecified
Boba Fries,Banana Milk Tea,tea,tea,1,banana,fruit,0,unspecified
Mi Tea,Banana and Black Currant Juice,juice,juice,0,banana ,fruit,0,unspecified
Mr. Wish,Wild Berries Tea with Fresh Pulp,tea,tea,0,berry,fruit,0,unspecified
Alimama,Mix-berry Hibiscus,drink,drink,0,berry,fruit,0,unspecified
Boba Fries,Dragon - Berry,drink,drink,0,berry,fruit,0,unspecified
Tea Magic,Blueberry Milk Slush,slush,slush,1,berry,fruit,0,unspecified
Teado Tea Shop,Blackberry Slush,slush,slush,0,berry,fruit,0,unspecified
Coco Fresh Tea & Juice,Berry Sparkle,drink,drink,0,berry,fruit,0,unspecified
Coco Fresh Tea & Juice,Berry Party,drink,drink,0,berry,fruit,0,unspecified
Coco Fresh Tea & Juice,Berry Lovers,drink,drink,0,berry,fruit,0,unspecified
Tea Magic,Berry Berry Smoothie,smoothie,smoothie,0,berry,fruit,0,unspecified
FIFTYLAN Washington Square Park,Ceylon Black Tea Latte,black tea,milk,1,black tea,undefined,0,unspecified
Teado Tea Shop,"Blackberry Green Tea,Black Tea","green tea,black tea",tea,0,blackberry,fruit,0,unspecified
Teado Tea Shop,Blackberry Green Tea,green tea,tea,0,blackberry,fruit,0,unspecified
Tea Magic,Blueberry Black Tea,black tea,tea,0,blue berry,fruit,0,unspecified
FIFTYLAN Washington Square Park,Hot Brown Sugar Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
FIFTYLAN Washington Square Park,Hot Brown Sugar Fresh Milk,milk,milk,1,brown sugar,brown sugar,0,unspecified
Machi Machi,Handmade Brown Sugar Latte,black tea,milk,1,brown sugar,brown sugar,0,unspecified
Gong Cha,Dirty Brown Sugar Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
The Alley,Cocoa Brown Sugar Deerioca Milk,milk,milk,1,brown sugar,brown sugar,0,unspecified
Truedan,Brown Sugar with Milk,milk,milk,1,brown sugar,brown sugar,0,unspecified
PaTea,Brown Sugar Oolong Milk Tea,Oolong tea,tea,1,brown sugar,brown sugar,0,unspecified
Tea and Milk,Brown Sugar Oolong Milk Tea,Oolong tea,tea,1,brown sugar,brown sugar,0,unspecified
FIFTYLAN Washington Square Park,Brown Sugar Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
Gong Cha,Brown Sugar Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
PaTea,Brown Sugar Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
Shiny Tea,Brown Sugar Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
Tea Magic,Brown Sugar Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
Mr. Buncha,Brown Sugar Milk,milk,milk,1,brown sugar,brown sugar,0,unspecified
FIFTYLAN Washington Square Park,Brown Sugar Fresh Milk,milk,milk,1,brown sugar,brown sugar,0,unspecified
Truedan,Brown Sugar Earl Grey Tea,earl grey tea,tea,0,brown sugar,brown sugar,0,unspecified
Tea and Milk,Brown Sugar Earl Grey Milk Tea,tea,tea,1,brown sugar,brown sugar,0,unspecified
The Alley,Brown Sugar Deerioca Milk,milk,milk,1,brown sugar,brown sugar,0,unspecified
Shiny Tea,Brown Sugar Black Tea Latte,black tea,milk,1,brown sugar,brown sugar,0,unspecified
Truedan,Brown Sugar Earl Grey Tea Latte,earl grey tea,milk,1,brown sugar,brown sugar,0,unspecified
Kung Fu Tea,Rosehip Lemonade,juice,juice,0,"brown sugar,lemon",brown sugar,0,unspecified
Coco Fresh Tea & Juice,Lemonade,juice,juice,0,"brown sugar,lemon",brown sugar,0,unspecified
Truedan,Brown Sugar Lemon,drink,drink,0,brown sugar,brown sugar,0,unspecified
The Alley,Matcha Brown Sugar Sugar Deerioca Milk,milk,milk,1,brown sugar,brown sugar,0,unspecified
Truedan,Brown Sugar Winter Melon Drink,drink,drink,1,brown sugar,brown sugar,0,unspecified
